date,ticker,bm,evm,pe_op_basic,pe_op_dil,pe_exi,ps,pcf,dpr,npm,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,debt_at,debt_ebitda,short_debt,lt_debt,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,at_turn,rect_turn,pay_turn,sale_equity,rd_sale,adv_sale,staff_sale,accrual,ptb,divyield,volume,price,ret_1m,ret_3m,ret_6m,ret_12m,SMA_6,EMA_6,vol_3m,vol_6m,vol_12m,RVOL_6,vol_ROC,vol_mom,mom_reversal,mom_accel,max_ret_6m,min_ret_6m,sharpe_6m,sharpe_12m,reversal_1m,trend_consistency,up_down_ratio,avg_dollar_vol_3m,vol_regime,skew_6m,skew_12m,confirmed_mom
2022-11-30,A,0.128,23.359,34.671,34.827,35.303,6.89,35.157,0.186,0.199,0.234,0.58,0.225,0.249,0.18,0.256,0.194,0.11,0.258,0.178,0.258,0.368,0.653,0.347,0.366,0.347,0.03,0.028,0.236,0.277,1.543,0.047,0.521,0.279,0.783,4.561,0.53,0.505,0.393,1.022,0.635,5.371,6.034,1.283,0.07,0.01,0.0,0.002,9.012,0.542,30733591.0,154.98,0.12020238525478866,0.20842105263157884,0.21495766698024443,0.02703777335984081,0.03711924743986126,0.054842818834406656,0.10514677719570528,0.10131674258476767,0.09421343613836496,1.0038581964631248,0.13781038963471826,0.12066614967243784,0.08821866737679018,0.2030118334406099,0.13821472645002064,-0.06890874882408282,2.121640130705919,0.2869842611422456,-0.12020238525478866,0.36636834636491666,0.5,4116881657.759999,1.3637010329965455,-0.01375956725455397,0.18050037693123874,1
2022-12-31,A,0.131,22.252,34.641,34.802,35.801,6.47,33.771,0.199,0.183,0.242,0.579,0.22,0.229,0.185,0.231,0.2,0.166,0.235,0.16,0.235,0.376,0.652,0.348,0.359,0.348,0.03,0.029,0.201,0.277,1.485,0.03,0.542,0.251,0.778,4.182,0.528,0.496,0.398,0.985,0.645,5.315,6.025,1.291,0.068,0.01,0.0,-0.005,8.262,0.601,25281787.0,149.65,-0.034391534391534306,0.23118058412176068,0.25999831607308255,-0.06263701847792047,0.04287211651195268,0.02934728934128067,0.09488295044303283,0.09486695373096696,0.09337194745243013,0.8724509774205425,-0.17738909846233064,-0.030004927794886307,0.265572118513295,0.207773999967513,0.13821472645002064,-0.0522417153996102,2.7406626422348435,-0.6708333732659043,0.034391534391534306,0.4519183427511929,0.5,4094502288.526666,0.7640211953974041,0.0002848155132426795,0.4554076264357025,0
2022-01-31,AAL,0.4410833333333333,-11.824,-1.511,-1.511,-3.016,0.436,-11.124,5.532138888888889,-0.132,-0.295,-0.029,-0.17,-0.041,-0.075,-0.009166666666666668,-0.192,0.2663333333333333,0.463,-0.046,0.463,-0.011,-0.218,1.218,1.341,1.218,0.041,0.037,0.188,0.678,-9.213,0.092,0.554,-0.095,0.415,1.953,4.994395833333333,1.11,1.186,-10.077,0.361,20.011,14.894,5.527229166666667,0.0,0.003,0.724,-0.034,3.2039791666666666,0.0,811208820.0,16.47,-0.0829621380846326,-0.14218750000000002,-0.1918547595682042,-0.04076878276062912,-0.03386252142587302,-0.03736154109221543,0.0555061911897723,0.048725823941617306,0.10696314680669154,1.127533451301134,-0.09512929861615405,-0.09354258588188703,-0.059225361915367425,-0.08428759813542697,0.029087261785355922,-0.0829621380846326,-3.937434896905638,-0.38114793718913526,0.0829621380846326,-0.694960468322643,0.3333333333333333,14015667872.633333,-1.395316857758527,0.34592496282557383,0.9194715609439442,0
2022-02-28,AAL,0.4410833333333333,-18.185,-2.025,-2.025,-5.583,0.375,15.906,5.532138888888889,-0.067,-0.185,0.064,-0.085,0.011,-0.049,-0.009166666666666668,-0.151,0.2663333333333333,0.281,-0.006,0.281,0.029,-0.211,1.211,1.325,1.211,0.046,0.041,0.182,0.695,-14.526,0.087,0.572,0.01,0.415,1.974,4.994395833333333,1.11,1.181,-10.055,0.465,20.992,18.969,5.527229166666667,0.0,0.004,0.0,-0.042,3.2039791666666666,0.0,758992930.0,17.25,0.04735883424408027,-0.02487280949689097,-0.13490471414242733,-0.17621776504298003,-0.022371083399259067,-0.013155719567559516,0.06789926078322246,0.059203039588781425,0.08417626251027976,1.027353471026571,-0.06436800083115468,0.048654262744427905,-0.07223164374097124,0.08796570604974896,0.04735883424408027,-0.0829621380846326,-2.2786788495905346,-2.093437743466693,-0.04735883424408027,-0.37787052074769206,0.5,14184741070.366667,-0.935201027022285,0.07819804959021409,0.6286138541734293,0
2022-03-31,AAL,0.4410833333333333,-18.185,-2.142,-2.142,-5.906,0.396,16.828,5.532138888888889,-0.067,-0.185,0.064,-0.085,0.011,-0.049,-0.009166666666666668,-0.151,0.2663333333333333,0.281,-0.006,0.281,0.029,-0.211,1.211,1.325,1.211,0.046,0.041,0.182,0.695,-14.526,0.087,0.572,0.01,0.415,1.974,4.994395833333333,1.11,1.181,-10.055,0.465,20.992,18.969,5.527229166666667,0.0,0.004,0.0,-0.042,3.2039791666666666,0.0,1203930260.0,18.25,0.05797101449275366,0.01614699331848546,-0.11062378167641329,-0.2364016736401673,-0.017557124614692776,0.007166204449672817,0.07848389186507454,0.06510429431647018,0.07299095877450976,1.4582410868566087,0.5862206516205626,0.08453571518009331,-0.0418240211742682,0.14090332860113652,0.05797101449275366,-0.0829621380846326,-1.6991779549698234,-3.2387802216776,-0.05797101449275366,-0.269676905325908,0.5,16141654850.966665,-0.6440854357610535,0.14099516035974227,0.37950211270117,0
2022-04-30,AAL,0.4410833333333333,-18.185,-2.203,-2.203,-6.074,0.408,17.317,5.532138888888889,-0.067,-0.185,0.064,-0.085,0.011,-0.049,-0.009166666666666668,-0.151,0.2663333333333333,0.281,-0.006,0.281,0.029,-0.211,1.211,1.325,1.211,0.046,0.041,0.182,0.695,-14.526,0.087,0.572,0.01,0.415,1.974,4.994395833333333,1.11,1.181,-10.055,0.465,20.992,18.969,5.527229166666667,0.0,0.004,0.0,-0.042,3.2039791666666666,0.0,767147110.0,18.77,0.028493150684931523,0.1396478445658773,-0.02239583333333328,-0.13581952117863716,-0.002087018603851354,0.013259617659746733,0.014930264791449316,0.06275358447348019,0.07047507692058522,0.8939003102049093,-0.36279771720332044,0.025470036235975515,0.11115469388094579,0.28183534456587733,0.05797101449275366,-0.0829621380846326,-0.3568853241012522,-1.9271993322076864,-0.028493150684931523,-0.03325736085614891,0.6666666666666666,16487902180.733332,-0.5899353120323545,-0.7361238760947939,0.05703361629494556,0
2022-05-31,AAL,0.4410833333333333,-39.742,-2.728,-2.728,-4.856,0.334,6.768,5.532138888888889,-0.068,-0.11,0.125,-0.088,-0.001,-0.022,-0.009166666666666668,-0.097,0.2663333333333333,0.313,-0.014,0.313,0.063,-0.225,1.225,1.342,1.225,0.044,0.04,0.2,0.681,-31.29,0.087,0.558,0.01,-0.415,2.031,4.994395833333333,1.114,1.191,-9.755,0.506,24.736,14.784,5.527229166666667,0.0,0.004,0.0,-0.06,3.2039791666666666,0.0,672919640.0,17.87,-0.047948854555141085,0.035942028985507246,0.010175240248728068,-0.26278877887788765,0.0030291445258473306,-0.004228517258792643,0.054667698078052974,0.056169505880633894,0.0587919701741509,0.7900142050872667,-0.12282842335155253,-0.03788027621622475,0.08389088354064833,0.060814838482398215,0.05797101449275366,-0.0829621380846326,0.18115239023735624,-4.469807324018342,0.047948854555141085,0.05392863046159924,0.6666666666666666,16132050822.166666,-0.6676534115313901,-0.8414135764395074,-0.14747841416549942,0
2022-06-30,AAL,0.4410833333333333,-39.742,-1.936,-1.936,-3.446,0.237,4.804,5.532138888888889,-0.068,-0.11,0.125,-0.088,-0.001,-0.022,-0.009166666666666668,-0.097,0.2663333333333333,0.313,-0.014,0.313,0.063,-0.225,1.225,1.342,1.225,0.044,0.04,0.2,0.681,-31.29,0.087,0.558,0.01,-0.415,2.031,4.994395833333333,1.114,1.191,-9.755,0.506,24.736,14.784,5.527229166666667,0.0,0.004,0.0,-0.06,3.2039791666666666,0.0,797411830.0,12.68,-0.29043088975937326,-0.3052054794520548,-0.29398663697104677,-0.4021687883074022,-0.04791981382956358,-0.08600062368752996,0.16650999025845784,0.1312778859736979,0.09376290631118199,0.9546773226049872,0.1850030562341738,-0.27726778423726267,-0.014774589692681528,-0.32135247277054024,0.05797101449275366,-0.29043088975937326,-2.239422388550256,-4.289209924580168,0.29043088975937326,-0.36502578841926603,0.5,12178535741.966665,1.6241063998377883,-1.5656254412082644,-1.8826966518735075,0
2022-07-31,AAL,0.4410833333333333,-39.742,-2.093,-2.093,-3.726,0.256,5.195,5.532138888888889,-0.068,-0.11,0.125,-0.088,-0.001,-0.022,-0.009166666666666668,-0.097,0.2663333333333333,0.313,-0.014,0.313,0.063,-0.225,1.225,1.342,1.225,0.044,0.04,0.2,0.681,-31.29,0.087,0.558,0.01,-0.415,2.031,4.994395833333333,1.114,1.191,-9.755,0.506,24.736,14.784,5.527229166666667,0.0,0.004,0.0,-0.06,3.2039791666666666,0.0,738580450.0,13.71,0.08123028391167209,-0.2695791156100159,-0.16757741347905275,-0.3272816486751716,-0.0205544101635128,-0.03822036437347223,0.18868704920509405,0.13937575691572338,0.09978629672237103,0.8972461334351594,-0.07377791222385055,0.07288355815758801,-0.350809399521688,-0.4092269601758932,0.08123028391167209,-0.29043088975937326,-1.20234262534181,-3.2798255815199377,-0.08123028391167209,-0.14747478771319947,0.6666666666666666,10754064646.9,1.8877359859068168,-1.9619834995914107,-1.7425643281955705,0
2022-08-31,AAL,0.4410833333333333,102.96,-3.176,-3.176,-4.374,0.207,-375.18,5.532138888888889,-0.047,-0.045,0.173,-0.061,0.011,0.008,-0.009166666666666668,-0.047,0.2663333333333333,0.245,-0.001,0.245,0.104,-0.236,1.236,1.35,1.236,0.045,0.041,0.185,0.679,82.684,0.084,0.556,0.01,0.415,2.015,4.994395833333333,1.119,1.2,-9.409,0.603,26.231,15.37,5.527229166666667,0.0,0.004,0.0,-0.028,3.2039791666666666,0.0,576404660.0,12.99,-0.052516411378555894,-0.2730833799664242,-0.2469565217391304,-0.34854563691073226,-0.03720028443395216,-0.04230494923206756,0.18824784440501677,0.13555431240170515,0.10002707503754434,0.7271113360994835,-0.21957769123187598,-0.038185278044611894,-0.22056696858786828,-0.3090254089519314,0.08123028391167209,-0.29043088975937326,-1.8218271138972921,-3.4845129359216847,0.052516411378555894,-0.2744308445437861,0.5,9241538835.766665,1.5551980577046245,-1.6183698759846985,-1.6390199332512865,0
2022-09-30,AAL,0.4410833333333333,102.96,-2.944,-2.944,-4.054,0.192,-359.18,5.532138888888889,-0.047,-0.045,0.173,-0.061,0.011,0.008,-0.009166666666666668,-0.047,0.2663333333333333,0.245,-0.001,0.245,0.104,-0.236,1.236,1.35,1.236,0.045,0.041,0.185,0.679,82.684,0.084,0.556,0.01,0.415,2.015,4.994395833333333,1.119,1.2,-9.409,0.603,26.231,15.37,5.527229166666667,0.0,0.004,0.0,-0.028,3.2039791666666666,0.0,687483710.0,12.04,-0.0731331793687453,-0.050473186119873836,-0.3402739726027397,-0.41325536062378165,-0.05905098341086865,-0.05111301498540406,0.0838066310217984,0.12747057431251724,0.0989039034175157,0.9728663756536226,0.19271018731874934,-0.07114881115249753,0.02265999324887147,0.25473229333218095,0.08123028391167209,-0.29043088975937326,-2.6694315487156772,-4.178352383922138,0.0731331793687453,-0.4632518816938445,0.3333333333333333,8630246123.766665,1.1499519111756271,-1.2973325997187146,-1.4167923353139211,0
2022-10-31,AAL,0.4410833333333333,102.96,-3.467,-3.467,-4.774,0.226,-370.63,5.532138888888889,-0.047,-0.045,0.173,-0.061,0.011,0.008,-0.009166666666666668,-0.047,0.2663333333333333,0.245,-0.001,0.245,0.104,-0.236,1.236,1.35,1.236,0.045,0.041,0.185,0.679,82.684,0.084,0.556,0.01,0.415,2.015,4.994395833333333,1.119,1.2,-9.409,0.603,26.231,15.37,5.527229166666667,0.0,0.004,0.0,-0.028,3.2039791666666666,0.0,802631570.0,14.18,0.1777408637873754,0.03428154631655711,-0.24453915823122008,-0.26145833333333335,-0.03417636456046134,0.01427380752110436,0.1392726638759977,0.15870580335014206,0.1162743230774026,1.126386661673986,0.1674917650048755,0.20020493820451246,-0.1434593174708183,0.303860661926573,0.1777408637873754,-0.29043088975937326,-1.5408331205867096,-2.24863345933464,-0.1777408637873754,-0.21534413889743084,0.3333333333333333,9048705354.799997,1.5682557008167257,-0.43837208215125256,-0.8023390771550999,0
2022-11-30,AAL,0.4410833333333333,27.614,-6.329,-6.329,-5.819,0.207,8.292,5.532138888888889,-0.036,-0.008,0.198,-0.045,0.017,0.03,-0.009166666666666668,-0.01,0.2663333333333333,0.2,0.009,0.2,0.133,-0.244,1.244,1.362,1.244,0.046,0.042,0.175,0.676,22.676,0.086,0.551,0.01,-0.801,2.007,4.994395833333333,1.121,1.206,-9.237,0.674,26.331,15.986,5.527229166666667,0.0,0.004,0.0,-0.041,3.2039791666666666,0.0,522661225.0,14.43,0.017630465444287813,0.11085450346420322,-0.19250139899272534,-0.18428490672696451,-0.023246477893889856,0.01523285264201392,0.12702438375290245,0.15982187065873849,0.115034162380059,0.7602025446471864,-0.348815515691714,0.013402724694061882,0.09322403801991541,0.3839378834306274,0.1777408637873754,-0.29043088975937326,-1.2044746954799834,-1.6020015525310596,-0.017630465444287813,-0.1454524202355707,0.5,9066873669.249998,1.3136164596277065,-0.7271635883634536,-1.0609357116563944,0
2022-12-31,AAL,0.4410833333333333,27.614,-5.579,-5.579,-5.129,0.183,7.318,5.532138888888889,-0.036,-0.008,0.198,-0.045,0.017,0.03,-0.009166666666666668,-0.01,0.2663333333333333,0.2,0.009,0.2,0.133,-0.244,1.244,1.362,1.244,0.046,0.042,0.175,0.676,22.676,0.086,0.551,0.01,-0.801,2.007,4.994395833333333,1.121,1.206,-9.237,0.674,26.331,15.986,5.527229166666667,0.0,0.004,0.0,-0.041,3.2039791666666666,0.0,522890860.0,12.72,-0.11850311850311845,0.056478405315614655,0.003154574132492094,-0.2917594654788419,0.0054081506488192765,-0.0229774248280239,0.14828361866104098,0.10997721847639197,0.11877250027367436,0.814756766643814,0.0004393572528744727,-0.09655121766880952,0.1749815238187331,0.10695159143548849,0.1777408637873754,-0.11850311850311845,0.028683887228601476,-2.45645637505797,0.11850311850311845,0.04917519031434866,0.5,8524829626.1833315,0.1273938048055546,0.6708241526033467,-0.7089081490638751,0
2022-01-31,AAP,0.274,12.88,21.123,21.259,23.456,1.316,13.3,0.249,0.059,0.088,0.471,0.077,0.082,0.103,0.166,0.137,0.243,0.183,0.098,0.183,0.436,0.522,0.478,0.548,0.478,0.012,0.011,0.092,0.3,2.922,0.127,0.367,0.117,0.755,2.17,0.829,0.714,0.683,2.497,0.925,13.331,1.575,3.235,0.0,0.013,0.0,-0.037,4.042,1.73,12971487.0,231.51,-0.034892446223111606,0.02656083717630353,0.09171932471941902,0.5522998524875957,0.016097682518842676,0.018550462942570456,0.06668277004945931,0.05789977002530182,0.06403557379900332,0.9850682693534676,-0.111378139037691,-0.03437144161450949,0.06145328339941514,-0.036911764917443524,0.08680681406306623,-0.04343110440441389,1.584105164482316,8.624891130376534,0.034892446223111606,0.278026709118328,0.5,3157882534.2433324,-0.6683802082388043,0.3346784130326101,-0.1468876419493111,0
2022-02-28,AAP,0.238,16.111,19.737,19.891,21.412,1.136,11.232,0.336,0.056,0.082,0.47,0.073,0.08,0.097,0.166,0.128,0.236,0.184,0.094,0.184,0.423,0.481,0.519,0.59,0.519,0.012,0.01,0.066,0.315,3.304,0.121,0.372,0.123,0.74,2.158,0.953,0.743,0.713,2.898,0.915,14.35,1.575,3.516,0.0,0.016,0.0,-0.041,3.53,1.96,19706671.0,204.48,-0.11675521575741865,-0.07357738310982243,0.00803549420754246,0.27521047708138435,0.003876997293341881,-0.020108302400283575,0.10242861170482409,0.07742359080858716,0.07689700242307686,1.3890378505565002,0.5192299078740934,-0.16217741393694524,0.043177832647596226,-0.16167203432993593,0.08680681406306623,-0.11675521575741865,0.1037861215634968,3.5789493531518133,0.11675521575741865,0.05007514186376225,0.5,3511417094.8299994,0.8866628583464549,-0.5220075317446591,-0.24461556692421577,1
2022-03-31,AAP,0.238,16.111,19.977,20.132,21.671,1.15,11.369,0.336,0.056,0.082,0.47,0.073,0.08,0.097,0.166,0.128,0.236,0.184,0.094,0.184,0.423,0.481,0.519,0.59,0.519,0.012,0.01,0.066,0.315,3.304,0.121,0.372,0.123,0.74,2.158,0.953,0.743,0.713,2.898,0.915,14.35,1.575,3.516,0.0,0.016,0.0,-0.041,3.573,2.9,21336944.0,206.96,0.012128325508607318,-0.13723528430882104,-0.009239312556847956,0.12790887786800376,0.0009357688235538583,-0.010897837283457605,0.06522197127163101,0.07657349270429216,0.0667637127740556,1.3610249513709938,0.08272696083473452,0.01650695363556386,-0.14936360981742836,-0.2855908781620452,0.08680681406306623,-0.11675521575741865,-0.12065941137787577,1.9158442895600796,-0.012128325508607318,0.01222053207325367,0.5,3816180990.563332,0.8062018572230788,-0.3778690456880988,-0.4263581410917386,0
